description,title
"This wine is ripe, rounded with a smooth vanilla and spice texture that complements the yellow fruit and rich pear flavors. The wine is generous and likely to age quickly. Drink from 2019.",Domaine Pierre Guillemot 2015 Dessus des Golardes  (Savigny-lès-Beaune)
"This is a tight, tangy wine, laced with attractive wood flavors. Plenty of crisp citrus and spicy flavors balance each other. It is already delicious, so drink now.",Domaine Sophie Cinier 2016  Mâcon-Verze
"With its juicy, concentrated peach, nectarine and apple flavors, the Célèbre is Dr. Frank's more approachable, easy-going sparkling. It's fruity, forward and delicately sweet yet maintains steadfast acidity and a soft, foamy mouthfeel.",Dr. Konstantin Frank NV Célèbre Sparkling (Finger Lakes)
"Dark red fruit, cracked pepper and the slightest hint of green herbs show on the nose of this pleasant bottling. The herb character is well integrated into a firmly tannic frame on the sip, where tart Montmorency cherry and black-plum skins mix with milk chocolate flavors. The tannins are sticky, yet the mouthfeel is soft in the midpalate.",Firestone 2014 Cabernet Franc (Santa Ynez Valley)
"With no wood aging, the fruit speaks in this wine. However, it does have tannins and a stalky, young character, along with generous black-cherry fruit and a touch of spice. The wine needs to age a few months more, so drink from 2018.",Florent Descombe 2015  Chénas
"This dry-farmed Syrah and Merlot blend opens with foresty berry and black-olive aromas. A tight, zesty, acidic palate deals lively flavors of red plum, currant, olive and toasty oak. On a dry, almost astringent finish, this tastes of tomato, red plum and herbs.",Gillmore 2013 Mariposa Estate Old Vines Dry Farmed Syrah-Merlot (Loncomilla Valley)
"Acacia, ripe yellow stone fruit and honey aromas lead the way in this wine. The bright palate evokes dried apricot, juicy nectarine and toasted hazelnut alongside lively acidity.",Giovanna Madonia 2015 Neblina Albana (Romagna)
"This blend of 60% Viognier and 40% Roussanne bursts with honeysuckle, jasmine, pear and ripe peach aromas. The flavors are broad and fleshy, with a slightly sharp finish that shows some warmth.",Cairdeas 2016 Nellie Mae White (Columbia Valley (WA))
"You'll find blue flower, exotic spice, truffle and camphor aromas in this firm, medium-bodied red. The linear palate shows sour cherry, cranberry, licorice and espresso notes held tight with fine-grained tannins.",Cantina del Pino 2013  Barbaresco
"Light and slightly spicy, this spent 15 months in one-third new French and American oak barrels, yet it comes across as a bit mild and one dimensional.",RoxyAnn 2009 Tempranillo (Rogue Valley)
"Easy, slender and fresh, this bright Chianti (85% Sangiovese with Merlot) reveals green notes of olive and herb followed by wild berry and spice.",Straccali 2011  Chianti
"Round and silky, this is a medium-bodied Saint-Joseph intended for early enjoyment. Blackberry and dusty earth shadings mingle easily on the palate, fading just a bit quickly on the finish.",Les Vins de Vienne 2009  Saint-Joseph
"The nose is big and rubbery, with aromas of bacon, tar and black plum. It feels young and choppy, with a lightly herbal berry flavor that turns more roasted in character as the wine opens. This gets the job done despite showing a roasted flavor throughout.",Señorio de Uñuela 2010  Rioja
This blend of Sangiovese and Canaiolo is enhanced with a small percentage of Merlot. That addition heightens the wine's softness and renders a richer mouthfeel.,Straccali 2010  Chianti
"There is a light prickle to this freshly crisp and dry rosé. It bursts with raspberry and red currant flavors, tangy acidity and a lively finish.",Adega de Monção 2011 Muralhas de Monção Rosé (Vinho Verde)
"Oregon Chardonnay in the low 12% alcohol range is well out of the ordinary, but it reflects the vintage conditions in 2010. This is a wine for acid lovers, with very tart green-apple fruit and a bit of spice.",Amalie Robert 2010 Her Silhouette Chardonnay (Willamette Valley)
"An easygoing, crisp and well-priced Chardonnay, this has swirls of smooth apple and pear.",Cable Car 2010 Chardonnay (California)
"With 30% of the local Abouriou grape in the blend, this is herbal and spicy. It has a round character that is beefed up by the weight and tannins imparted by the addition of Malbec. Red fruits dominate, making this ready to drink.",Cave du Marmandais 2009 La Vieille Eglise Réserve Red (Côtes du Marmandais)
"Earthy aromas lead to a palate that is full bodied, with notes of yeast and spice to go with the white fruit. It has attractive acidity and a tangy citrusy finish. Screwcap.",Château Routas 2010 White (Vin de Pays Var)
"Opening with a bouquet of dried apricot and almond paste, this is a full style of Sauvignon Blanc, with tons of lemon on the finish. Pair this with seafood.",Clos du Lac 2011 Sauvignon Blanc (Amador County)
"An easy Cabernet, delivering plenty of ripe, juicy blackberry jam and dark chocolate flavors. It finishes a little on the sweet side.",Decoy 2010 Cabernet Sauvignon (Napa County)
"Sweet and direct, this has blackberry, cherry jam, mocha and spicy sandalwood flavors. There's plenty of charm, but not much complexity. Drink now.",Decoy 2010 Merlot (Sonoma County)
"This blend of Merlot, Cabernet Sauvignon and Petit Verdot has some oak flavors on top of the jammy blackberries and cherries. It's simple and direct; ideal for drinking now.",Decoy 2010 Red (Napa Valley)
"This expensive wine is softly tannic, earthy and fruity, with dried herb and raspberry tea flavors. From Francis Ford Coppola.",Eleanor 2009 Red (California)
"Baked and heavy, this has prune, raisin and jammy berry aromas. The weightiness carries onto the palate, which is chewy and smooth. Flavors of blackberry, spice and jammy syrup lead to a finish with a chocolaty tone. Tasted twice, with consistent results.",Ferré I Catasús 2008 Terra de Fic 1 Red (Priorat)
"The tea and raspberry aromas are easygoing, and that best describes this organic Cabernet Sauvignon. It's powerful enough on the palate, with a good berry flavor that tilts towards raspberry. The finish is herbal and peppery.",Vicente Gandia 2010 Organic Cabernet Sauvignon (Spain)
"This is a slightly herbal, well-structured Cabernet with upfront tannins and flavors of ripe cherry and vanilla. It finishes with a taste of marshmallow.",Vigilance 2010 Cabernet Sauvignon (Red Hills Lake County)
"Ripe to the point of being overripe, this has a sweet raisin and prune note to the blackberry flavor. It's clear that the winemaker was trying to make a flashy, opulent Cab, but this one carries it over the top. Not likely to benefit from age, so drink up.",Pine Ridge 2009 Cabernet Sauvignon (Howell Mountain)
"This is a cheerful white from Lazio with abundant aromas of white flower and honey. It's easy going, slender and slightly tart on the finish.",Principe Pallavicini 2011  Frascati Superiore
"Nice and crisp in acidity, with a brisk, clean mouthfeel, this houses citrus and tropical fruit flavors. It seems a little sweet, so don't expect anything too dry.",Provenance Vineyards 2011 Estate Grown Sauvignon Blanc (Rutherford)
"This is sharper and more rustic than most other expensive Rutherford Cabernets, with a cut of citrusy acidity that dominates the cherry and herb flavors. While it's tough and hard to appreciate now, you never know if these aggressive young wines will develop with time. This one doesn't seem like it will benefit, so drink up.",Riboli 2009 Cabernet Sauvignon (Rutherford)
"Very dark in color, this jumps out at first because it's showy and high in alcohol, with seemingly sweet overtones that might appeal to lovers of brawny red wine.The oak, green pepper and olive undertones take over on the finish.",Rigg Estate Vineyards 2006 Reserve Cabernet Sauvignon (Livermore Valley)
"This is a slightly sweet Sauvignon Blanc that's shy on the nose, without much depth or breadth.",Robledo 2011 Seven Brothers Sauvignon Blanc (Lake County)
"The aromas are exuberant, with appealing notes of apricot, pineapple, honey, white flowers and citrus. The citrus and tropical-fruit flavors are rich yet elegant, topped by a lengthy finish.",Chateau Ste. Michelle 2014 Ethos Reserve Late Harvest Riesling (Columbia Valley (WA))
"This dazzling red boasts aromas of wild berry, chopped herb, violet and a whiff of truffle. The linear balanced palate also boasts surprising structure for the vintage, delivering juicy wild cherry, licorice and clove alongside silky elegant tannins and bright acidity. Incredibly enjoyable, one bottle may not be enough.",Ciacci Piccolomini d'Aragona 2014 Rossofonte  (Rosso di Montalcino)
"The vanilla, wood spice, anise, coffee and minced cherry aromas are still tightly wound but provide promise. Dark chocolate and cherry flavors stretch-out on the finish.",Corliss Estates 2012 Cabernet Sauvignon (Columbia Valley (WA))
"This well-made wine lies on the crisper, lighter-bodied style of the equation, softly textured and lengthy in that brightness of acidity. Anise, Good & Plenty and shocks of nutmeg provide intriguing notes of spiciness that complement the tartness of preserved lemon and green apple.",Etude 2014 Grace Benoit Ranch Estate Grown Chardonnay (Carneros)
"This wine is 64% Merlot and 36% Cabernet Franc. High-toned aromas of herb, cherry, cigar box, vanilla and baking spice are followed by coffee and cherry flavors that display a pleasing sense of balance, with espresso notes lingering on the finish.",Basel Cellars 2012 Estate Inspired Red (Columbia Valley (WA))
"Dark-fruit flavors reach a high level of ripeness in this full-bodied wine while a firm texture of supportive acidity and moderate tannins keep it balanced. It's tight and concentrated now, so best to drink after 2019.",Bink 2014 Pinot Noir (Anderson Valley)
"Aromas of red plum, tomato and herbs are savory and a bit saucy. This feels dense and pulpy, but balanced. Flavors of plum, raspberry, currant and earthy spices finish with a hint of oak, licorice and spiced berry notes. Best from 2018 through 2022.",Bodegas Tobía 2011 Óscar Tobía Reserva  (Rioja)
