Name,Price,Mileage,Doors,Horsepower,Seats,Year,Cabriolet,Black,ImageId
NISSAN Primera 2.0 Elegance Plus,5500,123000,5,140,5,2000,False,True,b584748e-a37e-4049-bdc3-c5845c169449
MITSUBISHI Lancer 2.0 Ralliart S,34900,25,5,241,5,2010,False,False,e3d51c96-0a73-447d-b074-63af2495e401
OPEL MERIVA 1.6i 16V TP Cosmo,10900,45150,5,105,5,2007,False,True,30cb776f-bbcb-41a1-926a-a75948ef5767
BMW 650 i Cabrio,79900,12900,2,367,4,2009,True,True,43eef358-ec9e-4cdc-a4e6-b5ee3d01737d
AUDI RS4 Cabriolet 4.2 quattro,49800,51000,2,420,4,2007,True,False,e9a6433e-6112-4a2d-8267-0f946ba05c76
VOLVO V50 T5 Stockholm,24800,57850,5,65,5,2006,False,True,c7cc758d-abe5-4dbe-b9a8-bac1ace91c4e
OPEL Vectra(GTS)3.2 Elegance,7500,153800,5,211,5,2003,False,False,0a9ee4e7-fcaa-484f-a044-ce3bed0a38cb
MERCEDES-BENZ A 200 CDI El+®gance,21900,58700,5,140,5,2007,False,False,b253d3bd-9df9-4a7a-98f1-178a082cd178
SUBARU Impreza 2.0R Swiss,24900,14000,5,150,5,2011,False,False,86bd644a-c73f-412a-9ea3-f6450dcfc49a
PEUGEOT 307 D''Sign 1.6,11800,42000,5,109,5,2007,False,False,4e7dbd47-35c9-489f-a3b3-e99ced15dbc7
BMW 320d Touring ,17500,76000,5,163,5,2006,False,False,60ef5b0f-e39a-4fad-b7c7-88c869e19778
BMW 320d Touring,16900,87000,5,163,5,2006,False,True,38de847b-4143-4e5f-96b5-f098bba3d781
CITROEN C1 1.0i Chic,10990,7500,5,68,4,2010,False,False,9f04ee13-6b02-49d1-9221-29b4d350643c
TOYOTA Land Cruiser 3.0TD L.SolPr,79900,5000,5,173,5,2011,False,True,f01e2dd0-9ae7-421f-89de-fb9965013020
RENAULT Laguna 2.0 T Dynamique,15900,53500,5,170,5,2008,False,False,73ac73dc-86f8-4192-83b8-0bff0d12d10f
BMW 318 ti Compact,10800,55000,3,143,5,2003,False,False,f23e07e7-3d9c-4b74-9351-dc2878f4bce7
NISSAN 370 Z Pack,41900,17700,3,330,2,2009,False,False,aa794776-9acf-458b-8674-fd5f56cc5a01
TOYOTA Avensis 2.2D-4 D CP L.Sol,22500,21600,4,177,5,2008,False,False,2feada9b-9d75-40ca-9c1d-e8599110d4c7
FERRARI 456M GTA,92000,54500,2,442,4,1999,False,False,18fd21c1-de8c-4687-b924-1a7daaa85507
VOLVO C70 2.4 Momentum,29900,28000,2,140,4,2009,True,False,cf49cb25-1cbe-4aa2-8c81-aa246cac5f46
OPEL Zafira 1.8i 16V Elegance,6900,126000,5,116,7,2000,False,False,217615d2-e89a-423e-8705-66ad13a0f64f
RENAULT Twingo 1.2 Expression,3700,146000,3,59,5,2000,False,False,1465ba32-42fd-4a76-a779-0d11ddc3da15
AUDI A4 Avant 2.0 TDI,19744,68000,5,140,5,2007,False,False,4a16eb24-4a31-4fea-ac19-79cd408ee3c9
SMART Fortwo passion,7300,130000,3,55,2,2000,True,False,d07a2ba3-5e88-42e4-85df-063ba24dcaac
AUDI S3 2.0 TFSI quattro,34800,34800,3,265,5,2010,False,False,29273883-4b54-44f8-a11a-ccf16c008df1
BMW 520d Touring,37900,22000,5,177,5,2010,False,False,a6933fad-d80a-4e9c-9f87-b4cba448a6b1
MERCEDES-BENZ E 350 Avantgarde 4Matic,45900,36000,4,272,5,2009,False,True,6684e774-0867-48a7-95b1-335d9fd7678b
TOYOTA Corolla Verso 1.8 Pardo,21900,98800,5,129,7,2006,False,False,48b02e60-a540-4c61-9eb8-dae8681fbe4c
LEXUS GS 450h,39800,34000,4,296,5,2006,False,True,2306219d-031b-400c-a56d-0248158068a6
RENAULT Espace 2.2 dT Family,3490,155685,5,114,7,1997,False,False,99a088f4-b2ae-4789-a61c-76b712c248dc
ALFA ROMEO 159 2.2JTS Distinctive,12500,75000,4,185,5,2006,False,False,fda151d9-4d40-4381-a341-8184e97944a6
FERRARI F430 F1 Novitec,138000,18600,2,486,2,2006,False,False,4894fb1f-54e0-493a-9303-de393b853416
BMW 316 ti Compact,15700,62100,3,115,5,2004,False,False,44b3d04e-6bfc-4c28-bd25-f91b11de721b
FERRARI F360 Spider,89900,38000,2,400,2,2003,True,False,0cbf1561-3d1f-46a9-b478-9f2db01ca481
RENAULT M+ëGANE Grandtour 1.4 TCe Dynamique,16950,55000,5,130,5,2009,False,False,bdff805d-b44b-4b0f-ab72-a9e8ee54ae7b
CHEVROLET Corvette Z06,62000,8800,2,512,2,2006,False,False,3d66cb32-9978-4de2-b6ce-218f3ede36ac
TOYOTA Corolla 1.6 L.Sol Dynamic,11900,65000,5,110,5,2006,False,False,4372e5e9-6e2b-4ceb-8100-89cb2b300eb4
VOLVO V70 2.4 Summum,17000,55600,5,170,5,2006,False,False,77a55c93-7b68-481c-8783-caf6a92a8de6
MERCEDES-BENZ A 190 L Avantgarde,12700,39000,5,125,5,2003,False,False,8c599136-a98e-4670-aebb-95f8dd7a85e6
KIA Carens 1.8 EX,7900,102000,5,126,5,2003,False,False,49248a93-2508-4103-85a2-65b6b7c55c54
OPEL Corsa 1.4 Swing,4200,135000,5,60,5,1993,False,False,9630d27a-9728-43df-bf94-65b72c5105dd
MERCEDES-BENZ E 250 CDI BlueEff Avgarde,74900,14000,5,204,5,2010,False,True,6947c29c-8700-4d7b-9549-105fd69add92
TOYOTA Avensis 2.0 Linea Sol,8990,146350,5,150,5,2002,False,False,c2066681-8b02-414a-ba7a-29272daa0c7b
BMW 320Ci,17900,36100,2,170,5,2000,False,False,7806cb3e-7897-4954-97e6-35580052089f
AUDI A5 Sportb 3.0 TDI quattro,74444,29000,5,239,4,2011,False,False,b5d63038-4566-4968-8d77-83b24433306b
SEAT ALHAMBRA 2.0i,12990,133000,5,115,5,2006,False,False,655fba5f-d968-4bf2-83b2-b9be750235f6
RENAULT Sc+®nic 2.0 16V Fairway,8900,84000,5,135,5,2006,False,False,50093890-3034-46d0-b9ec-230bcb97d16e
MASERATI Coup+® GT,39800,94500,2,390,4,2004,False,False,5da8d125-c1dd-4339-aec7-631eac20ef95
MERCEDES-BENZ C 350 (320)CDI Avgarde 4M,69900,21500,5,224,5,2009,False,True,86b12bdb-5a70-409e-bd83-4769e6fcf335
CHRYSLER PT Cruiser 2.0 Touring,6990,144000,5,136,5,2002,False,False,1f0e7711-22b3-475b-a212-931be5595534
PEUGEOT 407 2.7 HDI EDITION,17700,29600,4,204,5,2007,False,False,fe2df069-2676-45cd-a8af-5aacc2ecc6fc
MAZDA 6 2.0 16V DISI Exclusive,29800,7000,5,155,5,2010,False,False,e4495dcd-63e6-406b-9650-99e598f997f5
BMW 525d Touring,31500,41000,5,197,5,2007,False,False,ba93ea94-0489-4462-8f80-dd58a743e5d1
CITROEN Xantia 2.0i 16V VSX,3300,186700,5,133,5,1996,False,False,b6c25cae-33d3-42a9-8609-98f1a5a12873
DAEWOO Nubira 1600i SX Plus,3400,141700,5,106,5,1999,False,True,a8f5563b-e211-4815-88a1-21fdb365a445
HONDA Legend 3.5i AWD,29900,69000,4,295,5,2006,False,True,e03b1434-bfbe-46a8-95f3-7ca45bde0c97
FERRARI 575M GTC,149000,19000,2,517,2,2005,False,True,af7be2af-9692-45fb-8934-ac6d6cae81c0
FORD MONDEO Kombi 2.3i 16V Carving,22900,17273,5,160,5,2009,False,False,821a73c4-040b-4121-9be1-f178da65205b
MERCEDES-BENZ A 210 Evolution,12800,50000,5,140,5,2003,False,False,958cd2b7-ad5a-4a08-9824-87619d53cf9c
MAZDA 6 2.0 16V DISI Exclusive,19900,45000,5,155,5,2011,False,False,794e63d6-b924-4cb1-abcf-cde7f80e108e
MAZDA 6 2.0 16V DISI Exclusive,19500,28000,5,155,5,2010,False,True,7ea744eb-7142-4eed-9b9c-6ddb702c1515
PEUGEOT 307 SW 2.0 16V Premium,10900,82500,5,140,7,2007,False,False,ef8946bd-ba08-4c57-b3b1-77687e19edfa
MERCEDES-BENZ CLK 320 El+®gance,7500,142500,2,218,4,1998,False,True,63cfe916-7a84-42e3-9a7b-9a586f59c48a
MAZDA 6 2.0 16V Exclusive,9900,93704,4,141,5,2003,False,False,26cbb281-15eb-4918-b5d7-36851e8f9cc0
VW Golf Plus 1.9 TDI Trend,19800,47250,5,105,5,2007,False,False,e4954180-52df-46fe-9157-bff45ae9b444
MERCEDES-BENZ E 350 CGI BlueEff Avgarde,56800,38000,5,292,5,2010,False,True,8ae4ce76-3948-4a08-a604-3590b293cdd1
SUZUKI Kizashi 2.4 GL Top 4WD,35000,2600,4,178,5,2010,False,False,80ea19cb-8c2f-4781-bf40-3815d3212485
AUDI A3 2.0 FSI Ambiente,19900,75000,5,150,5,2005,False,False,45215485-c03a-4b07-9118-35c4d0d2b56a
BENTLEY Arnage Green Label,74800,44600,4,354,5,1999,False,False,c39d5996-8115-4ec2-b890-3352dd6d38fc
RENAULT Laguna 1.9dCi Dynamique,12900,81000,5,131,5,2007,False,False,dab9939f-07c0-413e-8275-011471f5cee2
ALFA ROMEO Brera 1.8 TBi,34900,23000,3,200,4,2010,False,True,feab53fe-291c-4eb2-869b-59138a00b1c2
SAAB 9-5 3.0 V6 LPT SE,7900,122990,4,200,5,1999,False,False,8433d1b0-e3d5-4d2e-ab64-bf3c514e89f3
FIAT Bravo 1.4 16V Dynamic,9900,49200,5,90,5,2007,False,False,0e9e98aa-b5ad-4fca-8b3b-5b2ffb318c3e
PORSCHE 911 GT2,99900,19000,2,462,4,2001,False,False,b03d427d-602b-445c-8973-b54eaede2a0c
FERRARI 456M GTA,74800,18200,2,442,4,1999,False,False,46ebfe2b-17b8-44af-9c3b-8539999d5c95
MAZDA 626 2.0i-16V,6800,146000,5,116,5,2000,False,False,2b3ad02e-2ee7-4fe3-ac38-204cba308e9e
SUZUKI Splash 1.2i 16V GL Top 101,14900,100,5,86,5,2010,False,False,fd852615-3831-4760-bd70-1fee14c5b523
NISSAN Micra 1.2 acenta,8900,50000,5,80,5,2008,False,False,2b5d622f-2405-4e98-a185-87607b01a7a7
TOYOTA Prius 1.5 16V Hybrid,17500,56800,5,78,5,2006,False,False,63f8c973-f74f-499c-b6bf-2739576d8050
RENAULT Sc+®nic 1.4 16V T Dynam.,28500,10000,5,131,5,2010,False,False,49dd4c25-c4da-4ffe-ad5d-cfc04d8339e6
VOLVO C30 2.0 Kinetic,20900,17000,3,145,4,2010,False,False,01be1ae1-6d71-4c44-85e1-e91a468418b8
TOYOTA Avensis 2.2D-CAT Luna,29900,15000,5,150,5,2010,False,False,c3188440-565b-4264-9413-2b6e85154c52
TOYOTA Prius 1.8 VVT-i HSD Sol P,40900,500,5,99,5,2011,False,False,3412db3c-e0af-4ef2-9a21-46b878529607
TOYOTA Auris 1.6 Linea Luna,24900,1000,5,132,5,2011,False,True,30ad09e5-298c-44fa-9d60-be2b89f811fd
TOYOTA iQ2 1.4 D-4D,22900,25000,3,90,4,2011,False,True,20e5d11b-7c80-4105-adba-f16ae5a34038
AUDI TT Roadster 1.8 T,9500,144800,2,150,2,2001,True,False,f871baf9-dc7a-4e20-8811-e729873f6c47
MERCEDES-BENZ C 350 (320)CDI Avgarde 4M,49900,60700,5,224,5,2009,False,False,b269a513-42f9-45fd-9af5-e298e9be6fc2
FORD Mondeo 2.0 TDCi Ambiente,5900,124000,5,115,5,2006,False,False,ebdcd02a-8e40-4f65-9528-624600102ad8
VW Passat 1.8 Comfort,4300,158000,4,125,5,1997,False,False,e19bd53f-5913-4c05-8686-5dce76b798f8
OPEL Meriva 1.4 Turbo Enjoy,15300,21000,5,120,5,2010,False,False,c5574c5f-4732-4149-9035-c852175c4cf6
SUZUKI Kizashi 2.4 GL Top 4WD,25500,13000,4,178,5,2010,False,False,a6935c1d-4e31-433e-9cd1-bcd2819cd70a
RENAULT M+®gane 2.0 RXE,2950,128000,4,115,5,1997,False,False,d8ae8b4d-ca0a-4e0b-835e-1927161889a3
OPEL ASTRA Caravan 1.9 16V 150 CDTI Enjoy,12880,110000,5,150,5,2005,False,False,36c20a10-fc0c-4fa5-97c9-6412caa4a564
VOLVO C70 Cabriolet 2.4T,16880,83900,2,193,4,2003,True,False,7a7bcaae-0274-4ef7-8f38-eae66d5d1cf1
RENAULT Espace 3.0dCi Privil+¿ge,9999,147000,5,177,7,2005,False,False,7e1e395e-79db-48c2-89f5-c619def85c64
VW Bora 1.9 TDI Comf.4Motion,7900,183500,5,115,5,2001,False,False,d8cb5a95-20a4-46d6-9a13-2ec8f034e093
TOYOTA Aygo 1.0 Linea Luna Cool,12900,10000,5,68,4,2011,False,False,f9896f77-58d0-4eaa-b9fe-830a1598d226
LAMBORGHINI Murci+®lago 6.2 Roadster,179800,16200,2,580,2,2006,True,False,321e6e4d-b8f6-4679-b2d4-849fa2f3f4fe
AUDI A6 allroad 2.7 T. quattro,16500,86000,5,250,5,2003,False,False,98423c3f-7857-40a6-882e-e84295bcfd74
VOLVO V50 2.4i Momentum,17900,82960,5,170,5,2006,False,False,ae7f23a7-08b3-429f-abcb-9081e4f6b0a2
SEAT Altea 1.2 TSI Good Stuff,18350,32000,5,105,5,2011,False,False,bee4d171-2277-487b-9918-0b28e323a8a4
FORD Mondeo 2.0 TDCi Carving,7950,133900,5,130,5,2006,False,False,a172de31-3ddd-4415-8724-fc51adeb1638
RENAULT Sc+®nic 2.0 16V Expression,3900,130000,5,135,5,2003,False,False,61f4a331-2da1-47ef-b7c0-828d6bf0c919
KIA Picanto 1.1 Trend,5500,105200,5,65,5,2006,False,False,65669777-1973-4e14-a72c-605023b2f8a7
RENAULT Sc+®nic 2.0 16V Champs El.,4800,157000,5,140,5,1999,False,False,df3d440f-0b8b-444e-925e-5aafc7bdced9
SUZUKI Splash 1.2i 16V GL Top,13500,25200,5,86,5,2009,False,False,4f1cc0c1-a874-408a-a8ee-ecb379c80ff9
LAMBORGHINI Murci+®lago 6.2 Coup+®,238500,8900,2,580,2,2003,False,False,2a320d20-26d8-4fe3-a19e-1b88df66f20f
VOLVO C70 T5 Summum,59800,3000,2,230,4,2013,True,True,b322144c-b825-4876-9242-9223847ef583
MASERATI GranCabrio S,123900,11800,2,440,4,2010,True,False,e464e99d-7ede-4cad-b4b4-e909878b36f6
HONDA Civic 1.3 iDSi IMA,9900,60000,4,83,5,2004,False,False,8c17166f-95d4-4e6a-8237-8641a33b4200
AUDI A4 3.0 V6 TDI quattro,26500,50000,4,233,5,2006,False,False,ed25eb00-6b26-42e9-9142-3050ff72f52b
CITROEN C5 1.6 HDi Essentiel (X),17500,67350,4,110,5,2009,False,True,576f90b6-a4ff-4d7e-996e-f5f821a44afd
RENAULT M+®gane Sc+®nic 2.0 Family,2500,153000,5,115,5,1998,False,False,80410670-b1d0-430b-96a1-606753d56c32
OPEL Zafira 2.2i 16V Linea F.,9800,114000,5,147,7,2003,False,True,7928d14c-e8b6-4089-be18-cab9e21b61aa
PEUGEOT 308 SW 2.0 HDI Sport Pack,18500,36000,5,136,5,2008,False,False,5d33e058-7183-4dd3-bae9-8bdf36abeb92
TOYOTA Corolla 1.4 D4D L.Sol,13450,58500,5,90,5,2005,False,False,89fb6ce9-12d6-4f90-a1cd-4418685fd5c6
BMW 330xd Touring,24500,128000,5,231,5,2006,False,True,f8d6add1-3290-4080-aa11-488233f36db6
MITSUBISHI Galant 2.5 V6 24V Edition,7900,117300,4,161,5,2001,False,False,bc1ccdd3-54b2-4824-aff2-a56284d7c1e9
BMW X5 E53 3.0d,19500,124998,5,184,5,2003,False,False,d18bf287-5c8a-4aa8-97eb-6074257b9645
TOYOTA Avensis 2.0TD Linea Sol,6900,136000,5,110,5,2001,False,False,93cdd56d-36b2-4bf2-918a-620aa61d06f4
AUDI Q7 3.0 TDI quattro,69500,13500,5,239,5,2009,False,False,1fc67c98-bc15-49f4-ae5f-cfe6395de88c
CHEVROLET Lacetti 1.6 16V SX,8900,59800,5,109,5,2006,False,False,7f14fd05-4b80-4c6d-9a94-522c3af1ddf1
PORSCHE 911 Carrera 4,49900,47700,2,300,4,1999,False,False,c9fa237b-0a0a-45c4-920d-779048d0f7ff
VOLVO V50 T5 AWD Summum,46900,1000,5,230,5,2011,False,False,4d11360f-5b11-42ac-8b89-36f68dd919b2
AUDI A3 2.0 FSI Attraction,14300,77000,5,150,5,2005,False,False,533e1355-0001-4db0-9302-a02523a5e248
PORSCHE 911 Carrera 4 S,48000,92000,2,320,4,2005,False,False,64056de5-572e-4680-8c2e-dafbf195f032
MERCEDES-BENZ C 240 El+®gance,8600,157540,5,170,5,2001,False,False,b1fc0b60-bb99-4cf1-8079-c68967da5673
MERCEDES-BENZ C 300 (280) Avantgarde,38900,32900,5,231,5,2009,False,True,ba991e16-53c6-44ac-936b-c941b7cf57b2
VOLVO V70 D5 R-Design,49900,21000,5,205,5,2010,False,True,f9bd140c-f27d-44ff-a1f5-c529e61d16fb
VOLVO V70 D3 Kinetic,49900,11500,5,163,5,2012,False,False,9c67fc7f-ad82-4211-a6d4-14a1be07c1a5
VOLVO C30 DRIVe S/S Kinetic,21700,26000,3,109,4,2010,False,False,8a8f42b3-fbc9-42ee-b495-626bee231a76
HONDA Civic 1.3 iDSi IMA Hybrid,17900,23500,4,95,5,2010,False,False,776ca6c6-c7f9-402b-9989-e3a51bf4a91d
RENAULT Laguna Break 2.2 DT RT B.,900,240000,5,114,5,1996,False,False,d034395d-e9a0-4e3a-93a1-3cc7200d1683
BMW X5 4.6is,39800,32900,5,347,5,2002,False,False,8738a385-6c88-4455-96af-c59d424b3830
BMW 330d Touring,18800,108000,5,231,5,2006,False,True,9e4287e4-e19d-47d6-b68f-0d7b04438912
MERCEDES-BENZ ML 350 4Matic,65900,24900,5,272,5,2009,False,True,193e64eb-b3fb-4099-a090-5f8b01a5d1f0
MITSUBISHI Grandis 2.0 DID Swiss Ed.,32500,500,5,140,7,2012,False,False,a680b1a2-7ea6-44b4-b044-0cca83d3b4de
MITSUBISHI Colt 1.5 16V Turbo,7900,117000,3,150,5,2006,False,False,b7f4b4b8-442e-4890-a2c4-cb4db1b4fdda
MERCEDES-BENZ ML 320 CDI 4Matic,39999,61500,5,224,5,2006,False,True,339bead2-adc7-46c6-8ad2-62fdf7c89665
PORSCHE 911 Carrera 4S,74800,67200,2,285,4,1996,False,False,811efab5-a89a-464b-8bb4-39583be9f93d
AUDI RS6 Avant 5.0 V10 quattro,84800,29500,5,580,5,2008,False,False,1d4b6605-90d4-448f-aad5-42179a6f75f0
MASERATI Quattroporte 4.2 Sport GT,53000,73000,4,400,5,2006,False,True,e9384de6-ab24-4d9a-bd00-375def481c7a
ASTON MARTIN DBS Coup+®,199000,10000,2,517,2,2008,False,False,d55f0fea-4509-4452-bff4-2f962777b9e6
MERCEDES-BENZ Viano 3.0CDI Tr. Family A,44200,64000,5,204,7,2009,False,False,bd1df96b-64f5-4090-9b1a-96cc4eb74e63
ALFA ROMEO 156 2.4 JTD Exclusive,9900,113000,5,175,5,2005,False,False,1b128b8b-33cf-4956-a2f6-27c47a57af99
BMW 318i Cabrio,6500,182000,2,115,4,1995,True,True,f2501f3a-e865-4dfa-98cb-7a0267dc7551
MAZDA MX-5 1.8i 16V Confort,19800,6900,2,126,2,2007,True,False,b4de5325-7946-40e1-a48c-78df447dde71
PEUGEOT 206 2.0 16V GT,7000,101500,3,135,5,2000,False,False,b59345a9-be17-4937-8371-2fe5be07d801
VW Passat 2.0 Comfort,8900,78000,4,115,5,2004,False,False,2e490a9e-027c-44f1-a5d9-4e148fd49eef
PORSCHE Boxster 2.5,13900,162000,2,204,2,1998,True,False,fd9cdf37-6900-4538-a167-4da1236b21d1
SUZUKI Swift 1.0 GLS,2900,158650,3,53,5,1997,False,False,312dcfb0-e64c-454e-8a80-646314a643e2
SEAT Exeo ST 2.0 TSI Sport,17900,62000,5,200,5,2010,False,False,8a9e759c-8f4e-4ed6-ba30-83f83879c937
LAMBORGHINI Murci+®lago 6.2 Coup+®,159500,55000,2,580,2,2003,False,False,f5064071-70af-4b77-b94b-d6fda99bc987
FIAT Punto 1.4 16V Sporting,16900,15200,5,105,5,2010,False,False,6946b8ee-7b60-4983-b7b0-d45f2aeca658
PORSCHE Boxster 2.7,15500,91000,2,220,2,2000,True,False,e8c737cb-bed8-41ba-95a8-a11fdaf3debc
JAGUAR XKR S/C,49800,17000,2,363,4,2001,False,False,6e5c767b-12dd-453c-b778-bf3b14c859bb
JAGUAR S-Type 4.2 V8 S/C R,24800,32900,4,396,5,2002,False,False,7c927235-5bfb-46cb-bb06-6c1bbda43438
HONDA Jazz 1.2i Trend,17950,15,5,90,5,2010,False,False,40d6e5d6-5200-488d-a93f-29b9a9f5ee72
MERCEDES-BENZ E 55 AMG Avantgarde,22800,86900,4,354,5,1998,False,True,674c1d86-4df5-4fd6-96cc-d4df900115aa
HONDA Civic 1.8i Evolution,18900,19900,5,140,5,2010,False,False,13911a8d-a168-457c-a07e-63e720e66527
AUDI A3 1.2 TFSI Attraction,33999,1000,5,105,5,2013,False,True,ebbbd102-4cd1-4a72-8463-ab8945a2c648
MERCEDES-BENZ E 200 CDI BlueEff MyStar,38500,30000,4,136,5,2011,False,False,e2caa615-50fd-47ab-8e52-de7b1824f5d6
VOLVO S80 D5 Summum,18500,75000,4,163,5,2006,False,False,cdb3ab2a-f94e-4f18-9d72-bc4a59443210
TOYOTA Avensis 2.0 D4 VVT-i Sol,16900,120000,5,147,5,2005,False,False,01acb987-2370-48b6-bf49-56a352a455ad
TOYOTA Avensis 2.0 D4 VVT-i Sol,19100,82900,5,147,5,2005,False,False,37230f9c-4abb-44f4-800d-e523baeed71a
FIAT Multipla 1.9 JTD ELX,12900,140000,5,110,6,2002,False,False,881d27c1-e812-4644-bece-54bfa398d134
FERRARI F360 Modena Berlinetta,95000,27900,2,400,2,2000,False,False,0f6023d2-4e16-44c2-bb3d-c4895547e065
MASERATI Coup+® GT,69800,16300,2,390,4,2008,False,True,1a602fba-27ec-4351-a4ef-2d39d5f06e98
SKODA Fabia 1.4 TDI Ambiente,13400,45000,5,80,5,2008,False,False,438515f4-e83e-4f1d-adea-feb7127e4468
FORD Focus 2.5 Turbo ST,44900,3500,3,226,5,2010,False,False,d4f00bef-6444-4616-94d7-0674fc1a9a5a
FERRARI 599 GTB,249000,19845,2,620,2,2007,False,True,a4ffdedc-9dbe-46f6-95b6-8c24b3f2e10e
FORD Maverick 3.0 24V,10900,92700,5,197,5,2003,False,False,66463796-1b76-4dd5-9566-5fb5c9cb625e
CHRYSLER Stratus 2.5 V6 Limited,7900,64000,2,163,5,2001,True,True,5eeb7245-ee48-4855-b81a-5f42df9c0c1d
RENAULT Espace 3.0dCi Privil+¿ge,12800,104000,5,177,5,2004,False,False,43321a52-66b3-4355-bd87-5a89591c7a9e
VOLVO XC90 2.5T AWD Momentum,28000,80400,5,210,5,2005,False,False,4334122e-5e81-4442-8a80-857e5a02e12e
AUDI A4 Avant 2.0 TFSI quattro,49600,48000,5,211,5,2010,False,False,6a298e7f-30cc-4be8-9ffc-20a2799e3ab3
OPEL Meriva 1.7 CDTi Cosmo,13900,47200,5,100,5,2007,False,False,c2f93c7b-5ad7-41be-a39e-6fda37703323
MERCEDES-BENZ SL 500,34800,29800,2,320,2,1996,True,False,60d776f4-1d63-47b4-b091-ff95ce1c385c
MERCEDES-BENZ E 50 AMG Avantgarde,18800,35600,4,347,5,1997,False,True,11d73f38-1988-49e4-a787-629f7b0ed06f
FIAT Bravo 1.4 16V T Sport,19900,7000,5,150,5,2011,False,False,78692a73-5249-423e-9c15-6de8c01af2c1
BMW 320i Touring,29900,4000,5,170,5,2010,False,False,220e8461-b426-44ab-ac91-e295e7384e14
MERCEDES-BENZ E 50 AMG Avantgarde,16800,67400,4,347,5,1997,False,True,60997eeb-6fd0-4200-ac5a-fb2597b17f4f
MERCEDES-BENZ E 50 AMG Avantgarde,19800,33700,4,347,5,1996,False,True,60e623db-2369-4a6c-b0d6-cd8177b10f7d
MERCEDES-BENZ E 50 AMG Avantgarde,16800,70700,4,347,5,1997,False,True,a814bc32-e487-424c-a4e7-1a493396f2ab
BMW 530d Touring,25500,107000,5,231,5,2005,False,False,d3f30491-a774-4c98-9135-f10f938d5dec
VW Touran 2.0 TDI Highline ,29980,49900,5,140,7,2010,False,True,c40c6a87-f1c6-4a9d-85f6-677fd5e6b632
RENAULT Laguna 2.2dCi Dynamique,9900,84000,5,150,5,2003,False,False,387fc042-0eec-4d8b-b07a-a44792e445ab
HONDA CR-Z 1.5i Hybrid Sport,29550,50,3,124,4,2010,False,True,e683ff50-b912-4035-880d-08b157e7b19a
JAGUAR XK8 Convertible,20500,142000,2,284,4,1997,True,False,3f689799-a0bf-4c9a-a028-4d4c1a4ed503
PORSCHE 911 Carrera 4 Cabrio,64800,39300,2,285,4,1996,True,False,7fa6554e-45c3-4f75-a491-8df5d085d7c2
MERCEDES-BENZ C 200 Kompressor Classic,11900,143000,4,163,5,2001,False,False,29f25957-bb83-4db1-aad0-40f52fac19b1
VW Touareg 3.2 V6,19900,105000,5,220,5,2003,False,False,eafabc95-9e73-4a32-b057-d5935271d93b
INFINITI G37 Sport ,38900,36000,4,320,5,2009,False,False,8d978cdf-d9d1-462a-833a-9f686d5c9451
MERCEDES-BENZ SLK 350,79900,9000,2,272,2,2005,True,False,c0227079-b4a1-427b-9786-2609308aef59
BMW-ALPINA B8 4.6,28900,91500,4,333,5,1996,False,True,b20ecaf9-edbd-48a0-9c69-41c8f168b92c
MERCEDES-BENZ CL 500 4Matic,88500,42500,2,388,4,2008,False,True,1915d1cc-2644-4179-9d5d-b914ffd170d9
AUDI A4 Avant 2.0 TDI ,15900,133000,5,140,5,2005,False,False,7a36b168-18b5-489f-91ab-0ea1eaf7f66a
LEXUS RX 400h,28000,97466,5,211,5,2006,False,True,1e8438dc-676a-460e-9f2f-03c1eed21621
PORSCHE 911 Carrera S,89500,29500,2,285,4,1997,False,False,4faddbc8-5fa7-430b-9124-f10e2f3af7d5
MAZDA 2 1.5i 16V Sport,18950,1500,5,103,5,2010,False,True,f1bcacc3-8874-4dcd-ae7f-4e89f06a0d7b
AUDI A6 2.5 TDI,7800,187000,4,180,5,2003,False,False,00183ca1-1853-4e6a-ab97-e7e0ef521263
VW T5 Caravelle Comf. 2.0TDI,41900,23000,4,140,9,2010,False,False,e415d243-f893-436e-aee9-9bae425af950
BMW M5,63800,28000,4,503,5,2006,False,True,c7239eaa-5ac0-4b06-bc84-33b17ceb1047
MERCEDES-BENZ A 190 Avantgarde,7900,82000,5,125,5,2000,False,False,8f442898-9678-4ad6-9587-f160c1876518
MAZDA 626 2.0i-16V HPV,6700,155880,5,136,5,2000,False,False,05043f7d-7e43-4d4e-8077-630942168eb2
TOYOTA Corolla 1.6 Linea Sol,14900,110000,5,110,5,2005,False,False,a11ef7b2-1d06-4370-ada4-bfa78f43c759
VOLVO V70 D5 Move,24500,71000,5,185,5,2006,False,False,b173f761-9c79-451a-b330-6d55c897f664
SMART Fortwo passion mhd,18400,15500,3,71,2,2011,False,False,eea3aa1f-461d-42dc-b34a-87a35be14e7e
BMW 530d Touring,32600,104000,5,218,5,2004,False,False,aac78c13-b1d3-4534-9bce-bcb2cc32c860
MERCEDES-BENZ Viano 2.2CDI Ambie. 4-M,47200,43700,5,150,6,2010,False,False,a955596d-54b6-4b80-9985-8f03373a8166
MERCEDES-BENZ SL 600,89800,35100,2,500,2,2003,True,True,fba16ac3-a04f-42cf-acd7-eddb8b4066b1
MERCEDES-BENZ SL 600,79800,49900,2,500,2,2003,True,False,66c5e863-19d4-46a2-848a-6558bcf6612f
